,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
0,1997-01-02T00:00:00.000Z,37.75,38.5,37.5,38.5,444900,6.6135037113,6.7448978248,6.5697056735,6.7448978248,889800,0.0,1.0
1,1997-01-03T00:00:00.000Z,38.0,38.13,37.75,38.0,348500,6.6573017491,6.6800767288,6.6135037113,6.6573017491,697000,0.0,1.0
2,1997-01-06T00:00:00.000Z,38.13,38.38,37.88,38.25,192400,6.6800767288,6.7238747666,6.636278691,6.701099787,384800,0.0,1.0
3,1997-01-07T00:00:00.000Z,38.63,38.63,37.88,38.0,389400,6.7676728045,6.7676728045,6.636278691,6.6573017491,778800,0.0,1.0
4,1997-01-08T00:00:00.000Z,38.5,38.75,38.13,38.75,314700,6.7448978248,6.7886958626,6.6800767288,6.7886958626,629400,0.0,1.0
5,1997-01-09T00:00:00.000Z,38.63,38.63,38.25,38.5,269800,6.7676728045,6.7676728045,6.701099787,6.7448978248,539600,0.0,1.0
6,1997-01-10T00:00:00.000Z,38.75,38.75,37.88,38.13,297400,6.7886958626,6.7886958626,6.636278691,6.6800767288,594800,0.0,1.0
7,1997-01-13T00:00:00.000Z,39.25,39.5,38.88,39.13,339400,6.8762919383,6.9200899761,6.8114708423,6.8552688801,678800,0.0,1.0
8,1997-01-14T00:00:00.000Z,39.25,39.63,39.13,39.25,586800,6.8762919383,6.9428649558,6.8552688801,6.8762919383,1173600,0.0,1.0
9,1997-01-15T00:00:00.000Z,38.38,39.63,38.38,39.13,369200,6.7238747666,6.9428649558,6.7238747666,6.8552688801,738400,0.0,1.0
10,1997-01-16T00:00:00.000Z,39.38,39.5,39.13,39.38,326400,6.8990669179,6.9200899761,6.8552688801,6.8990669179,652800,0.0,1.0
11,1997-01-17T00:00:00.000Z,39.38,39.63,39.25,39.38,424400,6.8990669179,6.9428649558,6.8762919383,6.8990669179,848800,0.0,1.0
12,1997-01-20T00:00:00.000Z,39.0,39.5,39.0,39.5,240600,6.8324939004,6.9200899761,6.8324939004,6.9200899761,481200,0.0,1.0
13,1997-01-21T00:00:00.000Z,39.63,39.63,38.88,38.88,694600,6.9428649558,6.9428649558,6.8114708423,6.8114708423,1389200,0.0,1.0
14,1997-01-22T00:00:00.000Z,40.25,40.25,39.38,39.5,353700,7.0514840896,7.0514840896,6.8990669179,6.9200899761,707400,0.0,1.0
15,1997-01-23T00:00:00.000Z,40.13,40.75,40.0,40.38,577700,7.0304610314,7.1390801652,7.0076860517,7.0742590692,1155400,0.0,1.0
16,1997-01-24T00:00:00.000Z,39.63,40.25,39.63,40.13,383500,6.9428649558,7.0514840896,6.9428649558,7.0304610314,767000,0.0,1.0
